age,sex,bmi,children,smoker,region,charges
0.02173913043478265,female,0.3212267958030669,0.0,yes,southwest,0.25161075660777127
0.0,male,0.47914985203120797,0.2,no,southeast,0.009635951037912949
0.21739130434782616,male,0.45843422114608545,0.6000000000000001,no,southeast,0.05311516199012883
0.32608695652173914,male,0.18146354587032543,0.0,no,northwest,0.3330100272285438
0.30434782608695654,male,0.34759214420231366,0.0,no,northwest,0.043815557102567584
0.28260869565217395,female,0.2631154156577884,0.0,no,southeast,0.04205600172948668
0.6086956521739131,female,0.47027172450901256,0.2,no,southeast,0.11362936944244187
0.4130434782608696,female,0.3169222491256388,0.6000000000000001,no,northwest,0.09832041277736045
0.4130434782608696,male,0.37315039009954254,0.4,no,northeast,0.08435209519315114
0.9130434782608696,female,0.26580575733118106,0.0,no,northwest,0.44376543744626257
0.15217391304347827,male,0.2760290556900725,0.0,no,northeast,0.025530467904999826
0.9565217391304348,female,0.2779122948614473,0.0,yes,southeast,0.4259771287481355
0.10869565217391308,male,0.4960990045735808,0.0,no,southwest,0.011252759301710246
0.8260869565217392,female,0.6419155232714555,0.0,no,southeast,0.1591232877058334
0.19565217391304346,male,0.7040624159268227,0.0,yes,southeast,0.6143778471314507
0.02173913043478265,male,0.23244552058111378,0.2,no,southwest,0.01141866895673197
0.7391304347826086,female,0.39870863599677153,0.2,no,northeast,0.1544403129082846
0.10869565217391308,male,0.21213344094700015,0.0,no,northeast,0.020324453901430988
0.8260869565217392,male,0.6548291633037395,0.0,no,southwest,0.15132849009338456
0.26086956521739135,male,0.5203120796341134,0.0,yes,southwest,0.5700944516179832
0.9130434782608696,female,0.5392789884315308,0.0,no,northeast,0.19325223418153042
0.26086956521739135,female,0.4422921711057304,0.2,no,southwest,0.04833091749705188
0.0,male,0.48802797955340327,0.0,no,southeast,0.0002416193033509089
0.34782608695652173,female,0.42937853107344637,0.2,yes,northeast,0.58389221299141
0.4130434782608696,male,0.3245897228948076,0.4,no,northwest,0.08111963511682711
0.8913043478260869,female,0.3163841807909604,0.6000000000000001,no,southeast,0.20557952346970776
0.9782608695652173,female,0.1916868442292171,0.0,no,northeast,0.21277364560712608
0.8043478260869565,female,0.45238095238095233,0.4,no,northwest,0.1779252292148391
0.10869565217391308,male,0.038337368845843434,0.2,no,northwest,0.026390365643508065
0.28260869565217395,male,0.5472154963680386,0.4,yes,southwest,0.5999998983855239
0.08695652173913049,male,0.5283831046542911,0.0,yes,southwest,0.550111691955216
0.0,female,0.27858488027979555,0.0,no,northeast,0.017180220123040286
0.02173913043478265,female,0.34005918751681463,1.0,no,southwest,0.05691947963777196
0.9782608695652173,male,0.33225719666397624,0.0,no,northwest,0.2018917144965854
0.21739130434782616,male,0.5499058380414312,0.2,yes,southwest,0.7992632224533235
0.02173913043478265,male,0.12012375571697598,0.0,no,northwest,0.008037852703126016
0.9565217391304348,female,0.45749260156039817,0.6000000000000001,no,northwest,0.2312953531945448
0.17391304347826086,male,0.13021253699219804,0.0,no,southwest,0.018842032617821903
0.3695652173913043,male,0.5571697605595911,0.2,yes,northeast,0.6169719788286427
0.9130434782608696,male,0.6440677966101693,0.0,yes,southwest,0.7510386754877973
0.13043478260869568,female,0.2862523540489642,0.0,no,northeast,0.03071400652952755
0.28260869565217395,female,0.5560936238902341,0.4,no,southeast,0.06110092809610416
0.5,male,0.15657788539144468,0.2,no,southeast,0.08221424058656539
0.4130434782608696,female,0.39924670433145004,0.4,no,southeast,0.08287318316850457
0.4347826086956522,male,0.5673930589184826,0.2,no,northeast,0.07913666437209337
0.8043478260869565,male,0.5741189131019637,0.0,no,southwest,0.31139441104652815
0.0,female,0.6108420769437717,0.4,no,northeast,0.03625753989488202
0.21739130434782616,female,0.5060532687651332,0.0,no,northwest,0.0388683894559558
0.9130434782608696,female,0.230562281409739,0.0,no,southeast,0.1836917541591448
0.3913043478260869,male,0.5176217379607211,0.2,yes,southeast,0.5999707835874906
0.0,female,0.5290556900726392,0.0,no,northeast,0.01738678354950465
0.06521739130434784,female,0.4753833736884584,0.4,no,northwest,0.039234022794592475
0.6521739130434783,male,0.32391713747645945,0.2,yes,southwest,0.3582907605591027
0.3913043478260869,male,0.49690610707559857,0.0,yes,southeast,0.5845418512883856
0.4782608695652174,female,0.3424804950228679,0.6000000000000001,no,northwest,0.110741665127952
0.8695652173913044,male,0.5648372343287597,0.4,yes,northwest,0.7402344907844832
0.8695652173913044,female,0.42682270648372334,0.4,no,northeast,0.1992942219875919
0.0,male,0.42292171105730425,0.4,yes,southeast,0.5296418053278517
0.7608695652173914,female,0.1861716437987624,0.2,yes,southeast,0.3531273245533487
0.34782608695652173,female,0.5750605326876512,0.4,no,northwest,0.07769771895219242
0.5434782608695652,male,0.30669895076674736,0.6000000000000001,no,northeast,0.11946554244266822
0.15217391304347827,male,0.47619047619047605,0.8,no,southeast,0.05399627410491247
1.0,male,0.23513586225450622,0.2,no,northwest,0.46361396017220874
0.21739130434782616,female,0.26836158192090387,0.2,no,northwest,0.04807401851145452
0.043478260869565244,female,0.17379607210115688,0.0,yes,northwest,0.21692232315750729
0.02173913043478265,female,0.34813021253699217,0.0,no,southwest,0.009917868158761245
0.9347826086956521,female,0.6225450632230294,0.4,no,southwest,0.2093136591305124
0.4782608695652174,male,0.27858488027979555,0.2,no,northwest,0.08408021581393844
0.4782608695652174,female,0.5442561205273069,0.0,no,southeast,0.07658963990733351
0.21739130434782616,male,0.2157654022060801,0.6000000000000001,yes,southeast,0.26403275438658
0.19565217391304346,female,0.2364810330912025,0.0,yes,southeast,0.24670809757017073
0.28260869565217395,male,0.3373688458434221,1.0,no,northeast,0.09062593990646849
0.7608695652173914,female,0.326607479149852,0.6000000000000001,no,southwest,0.16951471986653327
0.8695652173913044,male,0.43179983857949944,0.2,no,southeast,0.17278534443099217
0.5652173913043479,male,0.30777508743610427,0.4,no,southwest,0.10542909080396015
0.8478260869565217,male,0.48560667204734986,0.0,no,northwest,0.16336828751114493
0.23913043478260876,female,0.36669357008340053,0.2,no,southeast,0.045101427162051386
0.06521739130434784,male,0.5264998654829163,0.0,no,southeast,0.006553954928936829
0.08695652173913049,female,0.6415119720204465,0.0,no,northeast,0.026068391732273294
0.5,female,0.45749260156039817,0.0,no,northwest,0.08697966820482779
0.28260869565217395,male,0.29391982781813286,0.2,no,northeast,0.05298349334881402
0.5869565217391305,female,0.6006187785848802,0.0,no,northeast,0.10875617716630492
0.08695652173913049,male,0.5827280064568199,0.2,yes,southeast,0.5753251677080086
0.6521739130434783,female,0.6798493408662898,0.8,no,northwest,0.15821255479570398
0.4130434782608696,female,0.5068603712671508,0.4,yes,southwest,0.6179655005608556
0.5869565217391305,male,0.18657519504977127,0.4,yes,northwest,0.31886897365459405
0.8478260869565217,female,0.4089319343556631,0.0,yes,northwest,0.6777022407484896
0.8260869565217392,female,0.3023944040893193,0.0,no,southwest,0.15884328443601808
0.6086956521739131,female,0.3169222491256388,0.0,no,northwest,0.11021471761146126
0.8043478260869565,female,0.2964756524078558,0.0,no,northwest,0.1589933469575488
0.06521739130434784,female,0.6330373957492601,0.0,no,southeast,0.014447263992889616
0.7608695652173914,female,0.23769168684422926,0.2,no,northwest,0.15675155300084548
0.8913043478260869,male,0.37315039009954254,0.6000000000000001,yes,northeast,0.4639063616531405
0.3695652173913043,male,0.5060532687651332,0.4,no,northwest,0.07353930933363086
1.0,female,0.4126984126984127,0.4,yes,southwest,0.7369552538903759
0.21739130434782616,female,0.5827280064568199,0.2,no,southeast,0.042219807584957525
0.7826086956521738,female,0.39924670433145004,0.6000000000000001,no,southwest,0.17531842922846988
0.8043478260869565,male,0.6004842615012107,0.0,no,southeast,0.14532514643537078
0.8260869565217392,male,0.10734463276836148,0.0,yes,northeast,0.3398446285387064
0.4347826086956522,male,0.08985741189131013,0.0,yes,southwest,0.23462353295802188
0.5,female,0.4207694377185902,0.0,no,southwest,0.08083591348505904
0.26086956521739135,male,0.2555824589722895,0.0,no,northeast,0.04027571802486728
0.0,female,0.3808178638687112,0.0,no,northeast,0.3228003117915852
0.9347826086956521,female,0.37557169760559594,0.6000000000000001,yes,southeast,0.4759937132410222
0.34782608695652173,female,0.3104654291094968,0.2,no,southwest,0.061964384575961935
0.043478260869565244,male,0.3245897228948076,0.2,yes,northwest,0.26239242203637825
0.02173913043478265,female,0.33467850417002953,0.2,no,southwest,0.019308428058468403
0.17391304347826086,male,0.40126446058649445,0.4,no,northwest,0.04398234546901022
0.23913043478260876,male,0.32230293247242403,0.0,no,southeast,0.027857717145963995
0.9782608695652173,male,0.5146623621199893,0.0,yes,southeast,0.7331958231525736
0.7826086956521738,male,0.4753833736884584,0.2,no,northwest,0.15488593372741766
0.8043478260869565,female,0.36965294592413234,0.4,no,southwest,0.17174353427388303
0.4130434782608696,male,0.39924670433145004,0.0,no,southwest,0.05626442860614011
0.06521739130434784,female,0.531611514662362,0.0,no,northwest,0.0204770871127771
0.7391304347826086,male,0.4370460048426149,0.6000000000000001,no,northeast,0.16546978932344272
0.9130434782608696,male,0.3399246704331449,0.0,no,northeast,0.4651044557044128
0.8695652173913044,male,0.8905030938929244,0.0,no,southeast,0.1637619837480396
0.23913043478260876,female,0.32230293247242403,0.2,yes,southeast,0.28709211178952143
0.673913043478261,female,0.3015873015873016,0.0,no,southeast,0.11938751829559185
0.4130434782608696,female,0.19935431799838577,0.4,no,northwest,0.08882180090269286
0.5652173913043479,male,0.5687382297551788,0.4,no,southwest,0.10564430726332691
0.0,male,0.20957761635727734,0.0,no,northeast,0.009317862292161366
0.043478260869565244,female,0.3501479687920366,0.0,no,northwest,0.018126537254253002
0.5652173913043479,male,0.41404358353510895,0.2,yes,northeast,0.6134957325992787
0.6304347826086956,female,0.48305084745762705,0.6000000000000001,no,northwest,0.14354896258594596
0.17391304347826086,female,0.34503631961259074,0.0,no,northeast,0.03613052658846112
0.02173913043478265,female,0.3319881624966371,0.0,yes,southwest,0.25474181051295136
0.7391304347826086,female,0.5768092547753563,0.0,no,southwest,0.13587965789367204
0.30434782608695654,female,0.04856066720473495,0.4,yes,northwest,0.504597637552724
0.4347826086956522,male,0.5041700295937585,0.4,no,southwest,0.07918029666399272
0.8913043478260869,female,0.2836965294592413,0.0,no,northeast,0.18665348651890856
0.9347826086956521,female,0.1635727737422652,0.0,no,northeast,0.19943771851560776
0.7608695652173914,female,0.5364541296744686,0.4,no,southwest,0.16028612699294745
0.02173913043478265,male,0.2581382835620123,0.0,no,northwest,0.008151673366688017
0.043478260869565244,female,0.34503631961259074,0.0,no,northeast,0.021314733739191797
0.08695652173913049,female,0.3252623083131557,0.0,no,southeast,0.01650169927600904
0.02173913043478265,male,0.48802797955340327,0.0,no,southwest,0.0022277944316949874
0.08695652173913049,male,0.24791498520312072,0.0,no,northwest,0.014745932497946364
0.7826086956521738,female,0.42884046273876775,0.6000000000000001,no,southeast,0.41821970725766205
0.08695652173913049,female,0.5391444713478611,0.0,no,southwest,0.016678088023634356
0.34782608695652173,male,0.17379607210115688,0.4,no,northeast,0.4190684246902566
0.17391304347826086,male,0.4447134786117837,0.2,no,northeast,0.037808936433569036
0.34782608695652173,male,0.2512779122948614,0.4,yes,southeast,0.28493269084323003
0.23913043478260876,male,0.37059456550981973,0.4,no,northwest,0.27192969322305083
0.26086956521739135,male,0.3424804950228679,0.6000000000000001,yes,northwest,0.3132413106540887
0.23913043478260876,female,0.6152811407048695,0.6000000000000001,no,southeast,0.06410974454331266
0.6086956521739131,male,0.3910411622276029,0.6000000000000001,yes,northwest,0.6320764734725017
0.7173913043478262,female,0.5856873822975517,0.2,no,southeast,0.13975955110833765
0.7608695652173914,female,0.5776163572773743,0.2,no,northwest,0.15703188907961854
0.02173913043478265,male,0.33467850417002953,0.2,no,southwest,0.011502980559370485
0.3695652173913043,male,0.21980091471616892,0.2,no,northwest,0.06390158331460973
0.6521739130434783,male,0.36965294592413234,0.0,no,southeast,0.10643120491324617
0.30434782608695654,female,0.5699488835082056,0.6000000000000001,no,northeast,0.08320175499737482
0.5217391304347826,female,0.19935431799838577,0.0,yes,northeast,0.3007710659517406
0.4782608695652174,female,0.2555824589722895,0.2,no,northeast,0.09505910526751343
0.5652173913043479,male,0.6338444982512779,0.0,no,northwest,0.09300816248319317
0.6521739130434783,male,0.2276029055690073,0.0,yes,southeast,0.3208661745761079
0.0,male,0.24791498520312072,0.0,yes,northeast,0.2297947104209713
0.26086956521739135,male,0.5264998654829163,0.0,yes,southeast,0.5718948076134618
0.6956521739130435,female,0.3193435566316921,0.6000000000000001,no,southeast,0.29733343003085627
0.5217391304347826,female,0.2862523540489642,0.0,yes,northwest,0.32286191417099885
0.0,female,0.5620123755716976,0.0,yes,southeast,0.5591128174881353
0.7826086956521738,male,0.6359967715899919,0.2,no,southwest,0.14890492258800514
0.30434782608695654,female,0.3723432875975249,0.4,no,southwest,0.06433125484306569
0.4130434782608696,male,0.3680387409200968,0.0,no,northwest,0.062352160484681944
0.6304347826086956,male,0.32970137207425343,0.8,no,northeast,0.14821111327959424
0.043478260869565244,female,0.5660478880817863,1.0,no,southwest,0.0591993886002232
0.30434782608695654,female,0.4626042507398439,0.6000000000000001,no,northwest,0.07992081574953368
0.02173913043478265,female,0.42682270648372334,0.2,no,northwest,0.02549788854177277
0.19565217391304346,male,0.07923056228140968,0.6000000000000001,no,northeast,0.0591558911877336
0.9782608695652173,male,0.6863061608824319,0.0,no,southeast,0.19607022978427044
0.673913043478261,male,0.3857949959644874,0.0,no,southwest,0.11165151693235145
0.0,male,0.0,0.0,no,northeast,0.009145023506752404
0.3695652173913043,female,0.5068603712671508,0.2,no,southwest,0.06583029981440063
0.13043478260869568,female,0.46771589991928963,0.0,no,northwest,0.027671247559140202
0.9782608695652173,female,0.5848802797955341,0.0,yes,southwest,0.7614313973829715
0.4347826086956522,male,0.31947807371536185,0.4,no,northwest,0.08514145020225751
0.7826086956521738,male,0.3562012375571697,0.2,no,southwest,0.14867417504394181
0.6086956521739131,female,0.34813021253699217,0.4,no,southwest,0.122930292796186
0.5,female,0.4626042507398439,0.6000000000000001,no,northeast,0.11838125644493028
0.8695652173913044,male,0.3399246704331449,0.0,no,northwest,0.1694213904979139
0.0,female,0.6004842615012107,0.0,no,southeast,0.0081398095653512
0.08695652173913049,male,0.10734463276836148,0.6000000000000001,no,northeast,0.046027376704288955
0.5652173913043479,female,0.28114070486951837,0.0,no,northwest,0.10052273495318823
0.5652173913043479,male,0.39628732849071835,0.4,no,southeast,0.10550208690203403
0.3913043478260869,male,0.6977401129943503,0.6000000000000001,yes,northeast,0.6804859865583895
0.17391304347826086,female,0.37557169760559594,0.4,no,southeast,0.04565313502651881
0.26086956521739135,female,0.4019370460048425,0.6000000000000001,no,southwest,0.06710094366454007
0.5,female,0.4369114877589454,0.2,no,southwest,0.09025087937500366
0.23913043478260876,female,0.4344901802528921,0.4,no,northwest,0.06067246170320275
0.9347826086956521,male,0.41996233521657245,0.0,no,southeast,0.1825378344713405
0.3913043478260869,female,0.2754909873553941,0.0,no,southwest,0.060049144843703724
0.15217391304347827,male,0.2631154156577884,0.0,no,southeast,0.016213936848669595
0.8260869565217392,female,0.2862523540489642,0.2,no,northwest,0.17434509471395046
0.0,male,0.49690610707559857,0.0,no,southeast,0.00024894110042215234
0.02173913043478265,male,0.3935969868173258,0.0,no,northwest,0.008263386240184053
0.4565217391304348,female,0.45305353779930035,0.0,no,southwest,0.07227367278181547
0.5869565217391305,female,0.34005918751681463,0.4,no,southeast,0.11803871940948138
0.7173913043478262,female,0.05622814097390366,0.0,no,northwest,0.13603472132870267
1.0,female,0.628732849071832,0.0,no,northeast,0.2199514896354246
0.02173913043478265,female,0.4344901802528921,0.0,no,northwest,0.01610255838033738
0.6521739130434783,female,0.43771859026096305,0.2,no,southeast,0.12369443972152355
0.9130434782608696,female,0.217245090126446,0.0,no,northwest,0.1897942405681484
0.19565217391304346,female,0.5412967446865751,0.0,yes,southeast,0.5748261043147003
0.6086956521739131,male,0.17056766209308583,0.0,no,southwest,0.0961751022923967
0.21739130434782616,female,0.34759214420231366,0.2,no,northeast,0.0513317720685701
0.8913043478260869,male,0.2808716707021791,0.0,no,southeast,0.16953982818742505
0.3695652173913043,male,0.3169222491256388,0.4,yes,northeast,0.3170419490468269
0.9782608695652173,female,0.4261501210653753,0.0,no,southwest,0.20366112644191722
0.4782608695652174,male,0.6798493408662898,0.2,no,northeast,0.08760355091936535
0.043478260869565244,male,0.45843422114608545,0.2,no,southwest,0.013698577919183202
0.4782608695652174,male,0.40126446058649445,0.8,no,northwest,0.11238635033200453
0.13043478260869568,male,0.3373688458434221,0.4,no,northwest,0.03856160982994473
0.34782608695652173,female,0.2897497982243744,0.2,no,southeast,0.0619473003827957
0.5869565217391305,female,0.4019370460048425,0.4,no,southwest,0.11808975011634151
0.5,female,0.5687382297551788,0.4,no,southwest,0.09976125049951293
0.7608695652173914,female,0.2862523540489642,0.0,no,northwest,0.1473899474804655
0.19565217391304346,male,0.192090395480226,0.0,no,southeast,0.021738124995012754
0.17391304347826086,female,0.37557169760559594,0.2,no,southeast,0.03625148149488553
0.13043478260869568,female,0.1950497713209577,0.0,no,southeast,0.3824492724593545
0.34782608695652173,female,0.4772666128598332,0.2,no,southwest,0.06210194561184582
0.7608695652173914,female,0.4651600753295668,0.0,no,northeast,0.1507299048501536
0.30434782608695654,male,0.39924670433145004,0.6000000000000001,no,southwest,0.0659496481394533
0.02173913043478265,male,0.5068603712671508,0.0,yes,southwest,0.5372468938533336
0.5217391304347826,male,0.2335216572504708,0.0,yes,southeast,0.29360083343190824
0.8043478260869565,male,0.48210922787193977,0.6000000000000001,no,southeast,0.17343248306932077
0.21739130434782616,male,0.5945655098197471,0.0,no,southeast,0.02502246895032132
0.8695652173913044,female,0.6981436642453591,0.0,no,southeast,0.36881079967832636
0.5,female,0.4217110573042776,0.2,no,northeast,0.09954422474060831
0.6304347826086956,male,0.2555824589722895,0.4,no,northeast,0.1293466803044148
0.5217391304347826,female,0.5443906376109765,0.2,no,northwest,0.10090846053525943
0.8913043478260869,female,0.3193435566316921,0.6000000000000001,no,southeast,0.20558196406873153
